image,label
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record006\Camera 5\170927_064518363_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record006/Camera 5\170927_064518363_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 5\171206_030839382_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 5\171206_030839382_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record006\Camera 5\170927_064519181_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record006/Camera 5\170927_064519181_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 5\171206_054247356_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 5\171206_054247356_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 5\171206_030352075_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 5\171206_030352075_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 6\171206_030909250_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 6\171206_030909250_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 5\171206_054524323_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 5\171206_054524323_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 5\171206_054833672_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 5\171206_054833672_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 5\171206_030409520_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 5\171206_030409520_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 6\171206_030106715_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 6\171206_030106715_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 5\171206_054250260_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 5\171206_054250260_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record004\Camera 6\171206_030216830_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record004/Camera 6\171206_030216830_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 6\171206_030145428_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 6\171206_030145428_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record004\Camera 5\171206_030214290_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record004/Camera 5\171206_030214290_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 6\171206_030509661_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 6\171206_030509661_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record004\Camera 6\171206_030224724_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record004/Camera 6\171206_030224724_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record006\Camera 5\170927_064445370_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record006/Camera 5\170927_064445370_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 5\171206_030716904_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 5\171206_030716904_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 5\171206_054522620_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 5\171206_054522620_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064303052_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064303052_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record007\Camera 5\171206_055121314_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record007/Camera 5\171206_055121314_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record001\Camera 6\170927_063819517_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record001/Camera 6\170927_063819517_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 5\171206_054907246_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 5\171206_054907246_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record006\Camera 6\170927_064516518_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record006/Camera 6\170927_064516518_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record001\Camera 5\171206_025807131_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record001/Camera 5\171206_025807131_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 5\171206_054305505_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 5\171206_054305505_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 6\171206_054912784_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 6\171206_054912784_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 6\171206_030804273_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 6\171206_030804273_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 6\170927_064157127_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 6\170927_064157127_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 5\171206_030045267_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 5\171206_030045267_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record006\Camera 6\170927_064509753_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record006/Camera 6\170927_064509753_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record002\Camera 6\170927_064005361_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record002/Camera 6\170927_064005361_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 6\171206_054257156_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 6\171206_054257156_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 6\171206_055005765_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 6\171206_055005765_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064227214_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064227214_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 6\171206_053957843_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 6\171206_053957843_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 5\171206_030014759_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 5\171206_030014759_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 6\170927_064251729_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 6\170927_064251729_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 6\171206_054944740_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 6\171206_054944740_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 5\171206_054251833_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 5\171206_054251833_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record002\Camera 6\171206_025926794_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record002/Camera 6\171206_025926794_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 6\171206_054236650_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 6\171206_054236650_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 5\171206_025957673_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 5\171206_025957673_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record007\Camera 6\171206_055112341_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record007/Camera 6\171206_055112341_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 5\171206_030354155_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 5\171206_030354155_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record002\Camera 6\170927_063952719_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record002/Camera 6\170927_063952719_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record005\Camera 5\171206_054710442_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record005/Camera 5\171206_054710442_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 6\171206_030354571_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 6\171206_030354571_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 5\171206_054907530_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 5\171206_054907530_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record003\Camera 5\170927_064054473_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record003/Camera 5\170927_064054473_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 6\171206_030034506_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 6\171206_030034506_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 6\170927_064255853_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 6\170927_064255853_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record004\Camera 5\171206_030209837_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record004/Camera 5\171206_030209837_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record007\Camera 5\171206_055156006_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record007/Camera 5\171206_055156006_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 5\171206_054529694_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 5\171206_054529694_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record004\Camera 5\171206_054618689_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record004/Camera 5\171206_054618689_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 6\171206_054254615_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 6\171206_054254615_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 6\171206_030049534_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 6\171206_030049534_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064157127_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064157127_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 6\171206_030817508_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 6\171206_030817508_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 6\171206_054044237_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 6\171206_054044237_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064244289_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064244289_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 5\171206_054132616_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 5\171206_054132616_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 5\171206_055042509_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 5\171206_055042509_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 6\171206_030428426_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 6\171206_030428426_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 6\171206_054110380_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 6\171206_054110380_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 5\171206_030434116_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 5\171206_030434116_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record002\Camera 6\171206_025913099_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record002/Camera 6\171206_025913099_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record007\Camera 6\170927_064648871_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record007/Camera 6\170927_064648871_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record007\Camera 5\170927_064615166_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record007/Camera 5\170927_064615166_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 6\171206_054530087_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 6\171206_054530087_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 6\171206_054859758_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 6\171206_054859758_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 5\171206_030339448_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 5\171206_030339448_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 6\171206_030150860_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 6\171206_030150860_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 6\170927_064249993_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 6\170927_064249993_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record007\Camera 5\171206_055208772_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record007/Camera 5\171206_055208772_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record004\Camera 6\171206_030223398_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record004/Camera 6\171206_030223398_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record007\Camera 5\170927_064641123_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record007/Camera 5\170927_064641123_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 5\171206_054536899_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 5\171206_054536899_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 6\171206_030419827_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 6\171206_030419827_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 6\171206_030047987_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 6\171206_030047987_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record002\Camera 5\170927_063958781_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record002/Camera 5\170927_063958781_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record007\Camera 6\170927_064549567_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record007/Camera 6\170927_064549567_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record002\Camera 5\171206_054306836_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record002/Camera 5\171206_054306836_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064209695_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064209695_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064232134_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064232134_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record007\Camera 6\170927_064617012_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record007/Camera 6\170927_064617012_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 5\171206_030400971_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 5\171206_030400971_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record001\Camera 6\171206_025757363_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record001/Camera 6\171206_025757363_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 6\171206_030811682_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 6\171206_030811682_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 5\171206_030734459_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 5\171206_030734459_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record007\Camera 5\170927_064641570_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record007/Camera 5\170927_064641570_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 6\171206_054108796_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 6\171206_054108796_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 5\170927_064149008_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 5\170927_064149008_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 6\171206_030725568_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 6\171206_030725568_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 6\171206_030819014_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 6\171206_030819014_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record001\Camera 5\171206_025753661_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record001/Camera 5\171206_025753661_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record004\Camera 6\170927_064246149_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record004/Camera 6\170927_064246149_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record006\Camera 5\171206_054848723_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record006/Camera 5\171206_054848723_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record002\Camera 5\171206_025933004_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record002/Camera 5\171206_025933004_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record008\Camera 6\171206_030817662_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record008/Camera 6\171206_030817662_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record005\Camera 5\171206_054747153_Camera_5.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record005/Camera 5\171206_054747153_Camera_5_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record001\Camera 6\171206_054035450_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record001/Camera 6\171206_054035450_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 6\171206_030329828_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 6\171206_030329828_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road04\ColorImage_road04\ColorImage\Record003\Camera 6\171206_054514761_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road04\Label\Record003/Camera 6\171206_054514761_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record006\Camera 6\171206_030422360_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record006/Camera 6\171206_030422360_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road03\ColorImage_road03\ColorImage\Record003\Camera 6\171206_030014621_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road03\Label\Record003/Camera 6\171206_030014621_Camera_6_bin.png
D:/Dataset/Apollolaneline\Road02\ColorImage_road02\ColorImage\Record002\Camera 6\170927_063957621_Camera_6.jpg,D:/Dataset/Apollolaneline/Gray_Label/Gray_Label/Label_road02\Label\Record002/Camera 6\170927_063957621_Camera_6_bin.png
